question_text,question_type,answer_type,starter,created_at,updated_at,question_id,is_deleted,question_text_ja,question_text_ko,question_text_zh_hans,question_text_zh_hant,question_text_es,question_text_fr,question_text_pt,question_text_ar,question_text_hi,question_text_de,question_text_it,question_text_id
I feel comfortable in social situations with strangers,,scale,false,2024-10-28 08:37:49.836251,2024-10-28 08:37:49.836251,2785,0,私は見知らぬ人との社交的な場でも快適に感じます,나는 낯선 사람들과의 사회적 상황에서도 편안함을 느낍니다,我在与陌生人的社交场合中感到自在,我在與陌生人的社交場合中感到自在,Me siento cómodo en situaciones sociales con desconocidos,Je me sens à l’aise dans des situations sociales avec des inconnus,Sinto-me confortável em situações sociais com estranhos,أشعر بالراحة في المواقف الاجتماعية مع الغرباء,मैं अजनबियों के साथ सामाजिक परिस्थितियों में सहज महसूस करता हूँ,Ich fühle mich wohl in sozialen Situationen mit Fremden,Mi sento a mio agio in contesti sociali con estranei,Saya cenderung menghindari situasi berisiko tinggi
I like to follow an organized schedule,,scale,false,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,2786,0,私は整理されたスケジュールに従うのが好きです,나는 정리된 일정을 따르는 것을 좋아합니다,我喜欢遵循有组织的日程安排,我喜歡遵循有組織的日程安排,Me gusta seguir un horario organizado,J’aime suivre un emploi du temps organisé,Gosto de seguir um cronograma organizado,أحب اتباع جدول منظم,मुझे व्यवस्थित अनुसूची का पालन करना पसंद है,Ich folge gerne einem organisierten Zeitplan,Mi piace seguire un programma organizzato,Saya menikmati belajar tentang subjek yang kompleks
I feel confident in leadership roles,,scale,false,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,2787,0,私はリーダーの役割に自信を持っています,나는 리더 역할에 자신감이 있습니다,我在领导角色中感到自信,我在領導角色中感到自信,Me siento seguro en roles de liderazgo,J’ai confiance dans les rôles de leadership,Sinto-me confiante em funções de liderança,أشعر بالثقة في الأدوار القيادية,मैं नेतृत्व की भूमिकाओं में आत्मविश्वास महसूस करता हूँ,Ich bin in Führungsrollen selbstbewusst,Mi sento sicuro in ruoli di leadership,Saya kesulitan untuk mengatakan tidak ketika orang membutuhkan dukungan
I often avoid difficult emotions by staying active,,scale,false,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,2788,0,私は活動的に過ごすことでつらい感情を避けることがよくあります,나는 활동적으로 지내며 힘든 감정을 피하는 경우가 많습니다,我经常通过保持活跃来避免负面情绪,我經常通過保持活躍來避免負面情緒,A menudo evito emociones difíciles manteniéndome activo,J’évite souvent les émotions difficiles en restant actif,Frequentemente evito emoções difíceis permanecendo ativo,أتجنب المشاعر الصعبة غالبًا من خلال البقاء نشطًا,मैं कठिन भावनाओं से बचने के लिए अक्सर सक्रिय रहता हूँ,"Ich vermeide oft schwierige Emotionen, indem ich aktiv bleibe",Spesso evito emozioni difficili restando attivo,Saya tertutup dalam situasi sosial
I sometimes hold grudges,,scale,false,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,2789,0,私は時々恨みを抱きます,나는 때때로 원한을 품습니다,我有时会记仇,我有時會記仇,A veces guardo rencor,Il m’arrive parfois de garder rancune,Às vezes guardo rancor,أحيانًا أحمل الضغائن,मैं कभी-कभी मन में बैर रखता हूँ,Manchmal trage ich Groll mit mir,A volte porto rancore,Saya menetapkan dan bekerja menuju tujuan yang spesifik
I often take charge when a situation requires it,,scale,false,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,2790,0,状況が求めれば、私はよく主導権を取ります,상황이 요구되면 나는 종종 주도권을 잡습니다,当情况需要时我经常挺身而出,當情況需要時我經常挺身而出,A menudo tomo la iniciativa cuando la situación lo requiere,Je prends souvent les choses en main lorsque la situation l’exige,Costumo assumir a liderança quando a situação exige,غالبًا ما أتولى زمام الأمور عندما تتطلب الحالة ذلك,जब स्थिति की मांग होती है तो मैं अक्सर नेतृत्व करता हूँ,"Ich übernehme oft die Führung, wenn es die Situation erfordert",Spesso prendo il comando quando la situazione lo richiede,Saya sering merasa tegang tanpa alasan yang jelas
I am confident in defending my beliefs,,scale,false,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,2791,0,私は自分の信念を擁護することに自信があります,나는 내 신념을 옹호하는 데 자신이 있습니다,我对捍卫自己的信念很有信心,我對捍衛自己的信念很有信心,Confío en defender mis creencias,J’ai confiance pour défendre mes convictions,Tenho confiança em defender minhas crenças,أنا واثق من الدفاع عن معتقداتي,मैं अपनी मान्यताओं की रक्षा करने में आत्मविश्वास रखता हूँ,"Ich bin selbstbewusst, wenn es darum geht, meine Überzeugungen zu verteidigen",Mi sento sicuro nel difendere le mie convinzioni,Saya tetap tenang bahkan dalam situasi bertekanan
I am vigilant about potential risks around me,,scale,false,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,2792,0,私は周囲の潜在的なリスクに警戒しています,나는 내 주변의 잠재적 위험에 대해 경계합니다,我对周围的潜在风险保持警惕,我對周圍的潛在風險保持警惕,Estoy alerta a los riesgos potenciales que me rodean,Je suis vigilant face aux risques potentiels autour de moi,Estou vigilante quanto aos riscos potenciais ao meu redor,أنا يقظ بشأن المخاطر المحتملة من حولي,मैं अपने आसपास की संभावित जोखिमों के प्रति सतर्क रहता हूँ,Ich bin wachsam gegenüber potenziellen Risiken in meiner Umgebung,Sono vigile rispetto ai potenziali rischi che mi circondano,Saya jarang bersikap tegas dalam pengaturan kelompok
I am highly critical of my own mistakes,,scale,false,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,2793,0,私は自分の間違いに非常に批判的です,나는 내 실수에 매우 비판적입니다,我对自己的错误非常苛刻,我對自己的錯誤非常苛刻,Soy muy crítico con mis propios errores,Je suis très critique envers mes erreurs,Sou muito crítico com meus próprios erros,أنا شديد الانتقاد لأخطائي,मैं अपनी गलतियों को लेकर बहुत कठोर हूँ,Ich bin sehr kritisch gegenüber meinen eigenen Fehlern,Sono molto critico nei confronti dei miei errori,Saya merasa tertekan jika saya tidak bisa mengikuti rutinitas saya
I seek roles where I can positively influence others,,scale,false,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,2794,0,他人に良い影響を与えられる役割を求めます,나는 다른 사람에게 긍정적인 영향을 줄 수 있는 역할을 찾습니다,我寻求能对他人产生积极影响的角色,我尋求能對他人產生積極影響的角色,Busco roles donde pueda influir positivamente en otros,Je cherche des rôles où je peux avoir une influence positive,Sou motivado por papéis em que posso influenciar positivamente os outros,أسعى لأدوار أستطيع من خلالها التأثير الإيجابي على الآخرين,मैं ऐसे कार्यों की तलाश करता हूँ जहाँ मैं दूसरों पर सकारात्मक प्रभाव डाल सकूँ,"Ich suche nach Rollen, in denen ich andere positiv beeinflussen kann",Cerco ruoli in cui posso influenzare positivamente gli altri,Saya merasa tegang ketika rencana berubah secara tak terduga
I am motivated by stability and predictability,,scale,false,2024-10-28 08:37:48.888972,2024-10-28 08:37:48.888972,2795,0,私は安定性と予測可能性に動機づけられます,나는 안정성과 예측 가능성에 의해 동기부여됩니다,我受到稳定和可预测性的驱动,我受到穩定和可預測性的驅動,Me motivan la estabilidad y la previsibilidad,Je suis motivé par la stabilité et la prévisibilité,Sou motivado por estabilidade e previsibilidade,أنا مدفوع بالاستقرار وقابلية التنبؤ,मैं स्थिरता और पूर्वानुमेयता से प्रेरित होता हूँ,Ich werde durch Stabilität und Vorhersehbarkeit motiviert,Sono motivato dalla stabilità e dalla prevedibilità,Saya berhati-hati dengan niat orang lain
I value creativity over practicality in problem-solving,,scale,false,2024-10-28 08:37:47.627817,2024-10-28 08:37:47.627817,2796,0,私は問題解決において実用性より創造性を重視します,나는 문제 해결에서 실용성보다 창의성을 중시합니다,在解决问题时我更重视创造性而非实用性,在解決問題時我更重視創造性而非實用性,Valoro la creatividad más que la practicidad al resolver problemas,Je privilégie la créativité à la praticité pour résoudre les problèmes,Valorizo a criatividade mais do que a praticidade na resolução de problemas,أُقدّر الإبداع أكثر من العملية في حل المشكلات,मैं समस्या हल करते समय व्यावहारिकता से अधिक रचनात्मकता को महत्व देता हूँ,Ich schätze Kreativität mehr als Praktikabilität bei Problemlösungen,Valorizzo la creatività più della praticità nella risoluzione dei problemi,Saya kritis terhadap kesalahan dan kekurangan
